time, time_forward, time_backward, loss
5301.5317459106445, 2268.95765209198, 3032.5740938186646, 0.003316759
5297.102824926376, 2267.1369910240173, 3029.965833902359, 0.003328693
5296.369442939758, 2267.1102538108826, 3029.2591891288757, 0.0032253023
5298.648253917694, 2267.7669048309326, 3030.8813490867615, 0.0032076587
5303.0197768211365, 2269.8258080482483, 3033.193968772888, 0.0030792193
5302.749714136124, 2269.1528463363647, 3033.596867799759, 0.0032450552
5302.268000125885, 2268.4307131767273, 3033.8372869491577, 0.0033478504
5298.738885879517, 2268.310340642929, 3030.4285452365875, 0.0030394157
5298.667251110077, 2267.6993420124054, 3030.9679090976715, 0.0030261064
5299.060857057571, 2268.105687856674, 3030.955169200897, 0.0030883104
5303.417687892914, 2270.135481119156, 3033.282206773758, 0.0029498334
5301.857483148575, 2269.198650121689, 3032.658833026886, 0.0031797942
5298.456839084625, 2267.365263938904, 3031.0915751457214, 0.002921744
5296.612307071686, 2266.9122228622437, 3029.700084209442, 0.0030373104
5298.931087970734, 2267.9871912002563, 3030.9438967704773, 0.003170533
5300.451309919357, 2268.721480846405, 3031.7298290729523, 0.0031823039
5302.0820100307465, 2268.3738400936127, 3033.708169937134, 0.0030992664
5300.055195093155, 2269.2000081539154, 3030.8551869392395, 0.003058129
5300.458389043808, 2268.9118931293488, 3031.5464959144592, 0.0029838148
5300.353774309158, 2268.7519352436066, 3031.6018390655518, 0.002874468
5302.199564933777, 2268.7553358078003, 3033.4442291259766, 0.003069749
5299.272666931152, 2267.7867410182953, 3031.485925912857, 0.0029751852
5298.889345884323, 2268.2378718852997, 3030.6514739990234, 0.0031701806
5299.4630970954895, 2268.4439809322357, 3031.019116163254, 0.0029406978
5299.475959062576, 2268.756612062454, 3030.719347000122, 0.002942197
5298.951383113861, 2267.8274281024933, 3031.123955011368, 0.0031936225
5300.31053686142, 2268.839908838272, 3031.4706280231476, 0.003342373
5300.365648031235, 2268.937639951706, 3031.428008079529, 0.0029719719
5300.959604024887, 2268.290668964386, 3032.668935060501, 0.002873547
5301.371536016464, 2269.6405308246613, 3031.731005191803, 0.0030667535
5298.808896780014, 2268.8640139102936, 3029.9448828697205, 0.003045696
5298.600035190582, 2268.5601699352264, 3030.039865255356, 0.0032290749
5299.371141910553, 2268.369975090027, 3031.001166820526, 0.0029412343
5300.078761100769, 2268.3261160850525, 3031.7526450157166, 0.003133253
5298.305556774139, 2267.5491058826447, 3030.7564508914948, 0.0032488531
5298.480552911758, 2268.6818618774414, 3029.798691034317, 0.003462354
5298.553569078445, 2267.9722759723663, 3030.581293106079, 0.003204727
5298.55675983429, 2268.6605939865112, 3029.8961658477783, 0.0030782602
5301.426166057587, 2270.0129296779633, 3031.4132363796234, 0.00301378
